"Accept_Date"	"Business_Name"	"Start_Date"	"License_Type"	"Activity_Code_1"	"Activity_Code_2"	"Activity_Code_3"	"NAICS_Code"	"Owner_Type"	"Street_Number"	"Street_Direction"	"Street_Name"	"Street_Suffix"	"Suite.Apt_No."	"City"	"State"	"Zip_Code"	"Phone"	"N_U_Q"	"start_to_approved"	"lon"	"lat"
"6881"	"2012-12-12"	"BUZZTOWN.COM"	"2012-12-28"	"PLL"	NA	NA	NA	NA	"CRP"	1239	NA	"MAIN"	"AV"	NA	"DURANGO"	"CO"	"81301"	9704031240	"N"	-16	-107.8797359	37.2772316
"6882"	"2012-12-12"	"BRENNER'S ROOFING"	"2012-12-01"	"PLL"	15	99	NA	238160	"SOL"	43	NA	"KEATING"	"ST"	NA	"SIERRA VISTA"	"AZ"	"85635"	5204580233	"N"	11	-110.300932	31.561239
"6883"	"2012-12-12"	"BRENNER'S ROOFING"	"2012-12-01"	"PLL"	15	99	NA	238160	"SOL"	43	NA	"KEATING"	"ST"	NA	"SIERRA VISTA"	"AZ"	"85635"	5204580233	"N"	11	-110.300932	31.561239
"6884"	"2012-12-12"	"WALGREENS #13822"	"2012-11-16"	"PLL"	17	99	NA	446110	"CRP"	0	NA	"PO BOX 901"	NA	NA	"DEERFIELD"	"IL"	"600150901"	NA	"N"	26	-87.8521291	42.200026
"6885"	"2012-12-12"	"LIBERTY TAX SERVICE"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	295	"W"	"VALENCIA"	"RD"	NA	"TUCSON"	"AZ"	"85756"	NA	"N"	-20	-110.97295	32.133452
"6886"	"2012-12-12"	"WATTS"	"2012-12-01"	"SVL"	99	98	NA	561422	"SOL"	202	"S"	"KOLB"	"RD"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	11	-110.841344	32.218502
"6887"	"2012-12-12"	"EVELYN S. AGUILAR"	"2012-10-01"	"SVL"	99	98	NA	812112	"LLC"	1633	"S"	"CAMINO DEL SIERRA"	NA	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	72	-111.004835	32.201363
"6888"	"2012-12-12"	"M & M VENDING SUPPLY"	"2012-12-07"	"PLL"	17	99	NA	454390	"SOL"	219	"W"	"FORT LOWELL"	"RD"	"105"	"TUCSON"	"AZ"	"85705"	NA	"N"	5	-110.975026	32.264203
"6889"	"2012-12-12"	"M & M VENDING SUPPLY"	"2012-12-07"	"PLL"	17	99	NA	454390	"SOL"	219	"W"	"FORT LOWELL"	"RD"	"105"	"TUCSON"	"AZ"	"85705"	NA	"N"	5	-110.975026	32.264203
"6890"	"2012-12-12"	"OTTO GOODMAN'S TAX SOLUTIONS"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	725	"S"	"TUCSON"	"BLVD"	"7224"	"TUCSON"	"AZ"	"85716"	NA	"N"	-20	-110.9340457	32.2133209
"6891"	"2012-12-12"	"ESTATE PLANNING AT YOUR SERVICE LLC"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"LLC"	2626	"E"	"HEDRICK"	"DR"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	-20	-110.932258	32.262854
"6892"	"2012-12-12"	"CREATIVE STAGING & RE-DESIGN LLC"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"LLC"	2835	"N"	"HARTWICK"	"AVE"	NA	"TUCSON"	"AZ"	"857153767"	NA	"N"	-20	-110.827784	32.2587059
"6893"	"2012-12-12"	"SNAP LOVELY PHOTOGRAPHY"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"SOL"	2222	"E"	"INA"	"RD"	NA	"TUCSON"	"AZ"	"85718"	NA	"N"	-20	-110.939348	32.336821
"6894"	"2012-12-12"	"UNIQUE METALS RECYCLING, LLC."	"2012-11-20"	"PLL"	NA	NA	NA	NA	"SOL"	3333	"N"	"3333 N FLOWING WELLS"	"RD"	"188"	"TUCSON"	"AZ"	"85705"	5203108779	"N"	22	-110.996345	32.267278
"6895"	"2012-12-12"	"SWEN PRODUCTS"	"2012-12-07"	"PLL"	NA	NA	NA	NA	"CRP"	619	"E"	"MAIN"	"AV"	NA	"WEST FARGO"	"ND"	"58078"	7014845000	"N"	5	-96.8878704	46.8762984
"6896"	"2012-12-12"	"AZPE, INC."	"2012-12-01"	"PLL"	NA	NA	NA	NA	"CRP"	2	"E"	"CONGRESS"	"ST"	"900"	"TUCSON"	"AZ"	"85701"	5202027324	"N"	11	-110.9709683	32.2214777
"6897"	"2012-12-12"	"THE RED BARN SPICE COMPANY"	"2012-12-10"	"PLL"	NA	NA	NA	NA	"SOL"	3435	"S"	"MANITOBA"	"AV"	NA	"TUCSON"	"AZ"	"85730"	5202459598	"N"	2	-110.818837	32.181415
"6898"	"2012-12-12"	"CRAIG KENTON COVINGTON"	"2012-12-10"	"SVL"	NA	NA	NA	NA	"SOL"	12739	"N"	"RED EAGLE"	"DR"	NA	"ORO VALLEY"	"AZ"	"85755"	NA	"N"	2	-110.990641	32.437305
"6899"	"2012-12-12"	"CRAIG KENTON COVINGTON"	"2012-12-10"	"SVL"	NA	NA	NA	NA	"SOL"	12739	"N"	"RED EAGLE"	"DR"	NA	"ORO VALLEY"	"AZ"	"85755"	NA	"N"	2	-110.990641	32.437305
"6900"	"2012-12-12"	"ARIZONA FLOOR SPECIALISTS"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	10969	"E"	"VUELTA MERECUMBE"	NA	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	-20	-110.7589713	32.163297
"6901"	"2012-12-12"	"BRACY MOBILE CONCESSIONS AND CATERING"	"2012-12-10"	"PLL"	17	99	98	722330	"SOL"	11175	"N"	"DESERT FLOWER"	"RD"	NA	"TUCSON"	"AZ"	"85737"	NA	"N"	2	-110.999361	32.4093761
"6902"	"2012-12-12"	"BRACY MOBILE CONCESSIONS AND CATERING"	"2012-12-10"	"PLL"	17	99	98	722330	"SOL"	11175	"N"	"DESERT FLOWER"	"RD"	NA	"TUCSON"	"AZ"	"85737"	NA	"N"	2	-110.999361	32.4093761
"6903"	"2012-12-12"	"SAFE ROOFING"	"2012-12-10"	"PLL"	15	99	NA	238390	"SOL"	3643	"S"	"9TH"	"AV"	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	2	-110.971354	32.180348
"6904"	"2012-12-12"	"SAFE ROOFING"	"2012-12-10"	"PLL"	15	99	NA	238390	"SOL"	3643	"S"	"9TH"	"AV"	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	2	-110.971354	32.180348
"6905"	"2012-12-12"	"WILD GARLIC GRILL"	"2012-12-06"	"PLL"	11	99	NA	722110	"LLC"	2530	"N"	"1ST"	"AV"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	6	-110.960583	32.252997
"6906"	"2012-12-12"	"WILD GARLIC GRILL"	"2012-12-06"	"PLL"	11	99	NA	722110	"LLC"	2530	"N"	"1ST"	"AV"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	6	-110.960583	32.252997
"6907"	"2012-12-12"	"CALVERT & IVESTER PLLC"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"LLC"	310	"S"	"WILLIAMS"	"BLVD"	"352"	"TUCSON"	"AZ"	"85711"	NA	"N"	-20	-110.881184	32.217521
"6908"	"2012-12-12"	"SHOW TIME PRODUCTION"	"2012-12-10"	"SVL"	99	98	NA	999999	"SOL"	2401	"E"	"GLENN"	"RD"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	2	-110.9357406	32.2578626
"6909"	"2012-12-12"	"SHOW TIME PRODUCTION"	"2012-12-10"	"SVL"	99	98	NA	999999	"SOL"	2401	"E"	"GLENN"	"RD"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	2	-110.9357406	32.2578626
"6910"	"2012-12-12"	"DULCERIA ADY'S LLC"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	3914	"S"	"12TH"	"AV"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	-20	-110.9778658	32.1762112
"6911"	"2012-12-12"	"SUNPOWER RESIDENTIAL I LLC"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	0	NA	"PO BOX 4387"	NA	NA	"PORTLAND"	"OR"	"97208"	NA	"N"	-20	-122.6785003	45.5156631
"6912"	"2012-12-12"	"ADORA BRIDAL BOUTIQUE"	"2012-12-12"	"PLL"	NA	NA	NA	NA	"LLC"	4811	"E"	"GRANT"	"RD"	"119"	"TUCSON"	"AZ"	"85712"	NA	"N"	0	-110.8901599	32.2517041
"6913"	"2012-12-12"	"ADORA BRIDAL BOUTIQUE"	"2012-12-12"	"PLL"	NA	NA	NA	NA	"LLC"	4811	"E"	"GRANT"	"RD"	"119"	"TUCSON"	"AZ"	"85712"	NA	"N"	0	-110.8901599	32.2517041
"6914"	"2012-12-12"	"KADOOKS"	"2012-12-10"	"PLL"	11	99	NA	722330	"SOL"	5711	"W"	"LOUISIANA"	"ST"	NA	"TUCSON"	"AZ"	"85757"	NA	"N"	2	-111.087328	32.159531
"6915"	"2012-12-12"	"KADOOKS"	"2012-12-10"	"PLL"	11	99	NA	722330	"SOL"	5711	"W"	"LOUISIANA"	"ST"	NA	"TUCSON"	"AZ"	"85757"	NA	"N"	2	-111.087328	32.159531
"6916"	"2012-12-12"	"M AND C AUTOBODY REPAIR"	"2012-12-01"	"PLL"	17	99	NA	811121	"SOL"	5600	"S"	"COUNTRY CLUB"	"RD"	"219"	"TUCSON"	"AZ"	"85706"	NA	"N"	11	-110.929632	32.150225
"6917"	"2012-12-12"	"M AND C AUTOBODY REPAIR"	"2012-12-01"	"PLL"	17	99	NA	811121	"SOL"	5600	"S"	"COUNTRY CLUB"	"RD"	"219"	"TUCSON"	"AZ"	"85706"	NA	"N"	11	-110.929632	32.150225
"6918"	"2012-12-12"	"THE BOWLERS ADVANTAGE"	"2012-05-01"	"PLL"	NA	NA	NA	NA	"SOL"	7020	"E"	"21ST"	"ST"	NA	"TUCSON"	"AZ"	"85710"	5206030123	"N"	225	-110.843534	32.20776
"6919"	"2012-12-12"	"MAGICAL HEALING HANDS & SECOND"	"2012-12-22"	"PLL"	NA	NA	NA	NA	"SOL"	3924	"SW"	"INA"	"ROAD"	"302"	"TUCSON"	"AZ"	"85741"	5208738889	"N"	-10	-111.0486087	32.3387932
"6920"	"2012-12-12"	"DEPENDABLE PROPERTY SERVICES"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"LLC"	10064	"W"	"MILKY WAY"	"DR"	NA	"TUCSON"	"AZ"	"85735"	5206032785	"N"	-20	-111.4275888	31.9698537
"6921"	"2012-12-12"	"MICHAEL P. CHRISTIANSEN, PHD"	"2012-07-02"	"SVL"	NA	NA	NA	NA	"SOL"	42	"W"	"CALLE SAUCO"	NA	NA	"SAHUARITA"	"AZ"	"85629"	5207775991	"N"	163	-110.971606	31.985049
"6922"	"2012-12-12"	"CLEAN CUT TILE"	"2012-12-01"	"SVL"	NA	NA	NA	NA	"PRT"	1402	"E"	"MANLOVE"	NA	"56"	"TUCSON"	"AZ"	"85719"	6265369868	"N"	11	-110.94971	32.2174679
"6923"	"2012-12-12"	"GLOBAL CONNECTIONINC OFAMERICA"	"2013-01-02"	"SVL"	NA	NA	NA	NA	"CRP"	5555	NA	"OAKBROOK"	"PKWY"	"620"	"NORCROSS"	"GA"	"30093"	6787416232	"N"	-21	-84.186301	33.920447
"6924"	"2012-12-12"	"HAPPY EVERY DAY"	"2012-12-10"	"PLL"	NA	NA	NA	NA	"SOL"	102	"E"	"BLACKLIDGE"	NA	NA	"TUCSON"	"AZ"	"85705"	7734128861	"N"	2	-110.97082	32.260995
"6925"	"2012-12-12"	"BLACKSHEEP FORGE"	"2012-12-10"	"PLL"	NA	NA	NA	NA	"SOL"	3602	"N"	"HARRISON"	"RD"	NA	"TUCSON"	"AZ"	"85749"	NA	"N"	2	-110.788753	32.272758
"6926"	"2012-12-19"	"MEDIC FIRST AID INTERNATIONAL INC"	"2012-12-01"	"PLL"	17	NA	NA	611430	"CRP"	1450	NA	"WESTEC"	"DR"	NA	"EUGENE"	"OR"	"97402"	NA	"N"	18	-123.184655	44.045241
"6927"	"2012-12-19"	"MEDIC FIRST AID INTERNATIONAL INC"	"2012-12-01"	"PLL"	17	NA	NA	611430	"CRP"	1450	NA	"WESTEC"	"DR"	NA	"EUGENE"	"OR"	"97402"	NA	"N"	18	-123.184655	44.045241
"6928"	"2012-12-19"	"SHOP OF DESIGNS"	"2012-12-12"	"PLL"	17	99	98	454390	"SOL"	17200	"S"	"LA VILLITA"	NA	"786"	"SAHUARITA"	"AZ"	"85629"	NA	"N"	7	-110.9696491	31.9386237
"6929"	"2012-12-19"	"SHOP OF DESIGNS"	"2012-12-12"	"PLL"	17	99	98	454390	"SOL"	17200	"S"	"LA VILLITA"	NA	"786"	"SAHUARITA"	"AZ"	"85629"	NA	"N"	7	-110.9696491	31.9386237
"6930"	"2012-12-19"	"WHITE FEATHER BEADWORK"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"SOL"	3810	"N"	"RIVER OAK"	"LN"	NA	"TUCSON"	"AZ"	"85718"	NA	"N"	-13	-110.8976	32.276407
"6931"	"2012-12-19"	"OFF MY NECK DESIGNS"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"SOL"	8316	"N"	"STARFINDER"	"PL"	NA	"TUCSON"	"AZ"	"85704"	NA	"N"	-13	-111.009959	32.357613
"6932"	"2012-12-19"	"ROLL SHUTTER SYSTEMS INC"	"2012-10-01"	"PLL"	17	NA	NA	332321	"CRP"	21633	"N"	"14TH"	"AVE"	NA	"PHOENIX"	"AZ"	"850272805"	NA	"N"	79	-112.089973	33.682854
"6933"	"2012-12-19"	"ROLL SHUTTER SYSTEMS INC"	"2012-10-01"	"PLL"	17	NA	NA	332321	"CRP"	21633	"N"	"14TH"	"AVE"	NA	"PHOENIX"	"AZ"	"850272805"	NA	"N"	79	-112.089973	33.682854
"6934"	"2012-12-19"	"RUST GRAPHICS"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	2472	"S"	"AJAY"	"AVE"	NA	"TUCSON"	"AZ"	"857488191"	NA	"N"	-13	-110.786504	32.1932789
"6935"	"2012-12-19"	"M & V CARRIER, INC"	"2012-12-01"	"SVL"	NA	NA	NA	NA	"CRP"	2041	"E"	"COCHISE VIS"	NA	NA	"TUCSON"	"AZ"	"85713"	5202709747	"N"	18	-110.94098	32.187815
"6936"	"2012-12-19"	"SONORAN VENTURES TUCSON LLC"	"2012-11-19"	"PLL"	NA	NA	NA	NA	"LLC"	1050	"S"	"BILL MARTIN"	"DR"	"11204"	"TUCSON"	"AZ"	"85745"	5209710967	"N"	30	-111.0370798	32.2105066
"6937"	"2012-12-19"	"PROJECT A"	"2012-12-01"	"SVL"	NA	NA	NA	NA	"SOL"	2621	"E"	"ELM"	"ST"	NA	"TUCSON"	"AZ"	"85716"	2067787913	"N"	18	-110.932444	32.243706
"6938"	"2012-12-19"	"QUALITY HOME TESTING"	"2012-12-10"	"SVL"	NA	NA	NA	NA	"SOL"	9465	"E"	"PLACITA LA RANA"	NA	NA	"TUCSON"	"AZ"	"85749"	NA	"N"	9	-110.789745	32.257868
"6939"	"2012-12-19"	"QUALITY HOME TESTING"	"2012-12-10"	"SVL"	NA	NA	NA	NA	"SOL"	9465	"E"	"PLACITA LA RANA"	NA	NA	"TUCSON"	"AZ"	"85749"	NA	"N"	9	-110.789745	32.257868
"6940"	"2012-12-19"	"E & S PROPERTY REMODEL LLC"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	14673	"S"	"MAJESTY PALM"	"DR"	NA	"SAHUARITA"	"AZ"	"85629"	NA	"N"	-13	-110.969521	31.983432
"6941"	"2012-12-19"	"THREE HANDS MASSAGE THERAPY"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	6180	"E"	"HAWTHORNE"	"ST"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	-13	-110.860328	32.2331519
"6942"	"2012-12-19"	"THOMPSON BUILDERS AND MAINTENANCE COMPAN"	"2012-12-13"	"PLL"	15	99	NA	236118	"SOL"	5055	"E"	"BROADWAY"	"BL"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	6	-110.8842186	32.2222837
"6943"	"2012-12-19"	"THOMPSON BUILDERS AND MAINTENANCE COMPAN"	"2012-12-13"	"PLL"	15	99	NA	236118	"SOL"	5055	"E"	"BROADWAY"	"BL"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	6	-110.8842186	32.2222837
"6944"	"2012-12-19"	"ROBERTO R NORZAGARAY"	"2012-12-13"	"PLL"	98	99	NA	811192	"SOL"	5601	"S"	"12TH"	"AV"	"1015"	"TUCSON"	"AZ"	"85706"	NA	"N"	6	-110.976253	32.149984
"6945"	"2012-12-19"	"ROBERTO R NORZAGARAY"	"2012-12-13"	"SVL"	98	99	NA	811192	"SOL"	5601	"S"	"12TH"	"AV"	"1015"	"TUCSON"	"AZ"	"85706"	NA	"N"	6	-110.976253	32.149984
"6946"	"2012-12-19"	"HEART TO HAND JEWELRY"	"2012-10-01"	"PLL"	17	NA	NA	541490	"PRT"	62755	"E"	"FLOWER RIDGE"	"DR"	NA	"TUCSON"	"AZ"	"85739"	NA	"N"	79	-110.897125	32.522762
"6947"	"2012-12-19"	"HEART TO HAND JEWELRY"	"2012-10-01"	"PLL"	17	NA	NA	541490	"PRT"	62755	"E"	"FLOWER RIDGE"	"DR"	NA	"TUCSON"	"AZ"	"85739"	NA	"N"	79	-110.897125	32.522762
"6948"	"2012-12-19"	"VINCO INC"	"2012-12-01"	"PLL"	15	NA	NA	237130	"CRP"	18995	NA	"FORREST"	"BLVD"	NA	"FOREST LAKE"	"MN"	"85335"	NA	"N"	18	-92.980742	45.223814
"6949"	"2012-12-19"	"VINCO INC"	"2012-12-01"	"PLL"	15	NA	NA	237130	"CRP"	18995	NA	"FORREST"	"BLVD"	NA	"FOREST LAKE"	"MN"	"85335"	NA	"N"	18	-92.980742	45.223814
"6950"	"2012-12-19"	"ANGRY SQUID INK"	"2012-12-14"	"SVL"	98	99	NA	812199	"SOL"	740	"E"	"FORT LOWELL"	"RD"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	5	-110.9603265	32.2648234
"6951"	"2012-12-19"	"YK STUDIO LLC"	"2012-12-12"	"SVL"	99	98	NA	812990	"LLC"	10563	"E"	"GEORGE BROOKBANK"	"PL"	NA	"TUCSON"	"AZ"	"85747"	NA	"N"	7	-110.7670751	32.1500555
"6952"	"2012-12-19"	"YK STUDIO LLC"	"2012-12-12"	"SVL"	99	98	NA	812990	"LLC"	10563	"E"	"GEORGE BROOKBANK"	"PL"	NA	"TUCSON"	"AZ"	"85747"	NA	"N"	7	-110.7670751	32.1500555
"6953"	"2012-12-19"	"HAYME LEON CREATIONS"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	117	"W"	"ELM"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	5	-110.9738809	32.2427008
"6954"	"2012-12-19"	"HAYME LEON CREATIONS"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	117	"W"	"ELM"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	5	-110.9738809	32.2427008
"6955"	"2012-12-19"	"WARRANTY LOGISTICS LLC"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	648	NA	"GRASSMERE PARK"	NA	"STE 300"	"NASHVILLE"	"TN"	"37211"	NA	"N"	-13	-86.7464495	36.0903042
"6956"	"2012-12-19"	"CROUT & HELLER PAINTING SERVICES INC"	"2012-12-01"	"PLL"	15	NA	NA	238320	"CRP"	6481	"S"	"RURAL"	"RD"	NA	"TEMPE"	"AZ"	"85283"	NA	"N"	18	-111.9279233	33.3624918
"6957"	"2012-12-19"	"CROUT & HELLER PAINTING SERVICES INC"	"2012-12-01"	"PLL"	15	NA	NA	238320	"CRP"	6481	"S"	"RURAL"	"RD"	NA	"TEMPE"	"AZ"	"85283"	NA	"N"	18	-111.9279233	33.3624918
"6958"	"2012-12-19"	"SOUTH MOUNTAIN AC & HEATING INC"	"2012-12-10"	"PLL"	15	NA	NA	238220	"CRP"	3145	"E"	"CHANDLER"	"BL"	"110 318"	"PHOENIX"	"AZ"	"85048"	NA	"N"	9	NA	NA
"6959"	"2012-12-19"	"SOUTH MOUNTAIN AC & HEATING INC"	"2012-12-10"	"PLL"	15	NA	NA	238220	"CRP"	3145	"E"	"CHANDLER"	"BL"	"110 318"	"PHOENIX"	"AZ"	"85048"	NA	"N"	9	NA	NA
"6960"	"2012-12-19"	"ONE ENERGY OF ARIZONA LLC"	"2012-11-20"	"SVL"	NA	NA	NA	NA	"CRP"	4600	"E"	"WASHINGTON"	"ST"	"300-01"	"PHOENIX"	"AZ"	"85034"	NA	"N"	29	-111.9838088	33.4482945
"6961"	"2012-12-19"	"ONE ENERGY OF ARIZONA LLC"	"2012-11-20"	"SVL"	NA	NA	NA	NA	"CRP"	4600	"E"	"WASHINGTON"	"ST"	"300-01"	"PHOENIX"	"AZ"	"85034"	NA	"N"	29	-111.9838088	33.4482945
"6962"	"2012-12-19"	"GRACE PLUMBING SERVICES INC"	"2012-12-10"	"PLL"	15	NA	NA	238220	"CRP"	3235	"N"	"ARIZONA"	"AVE"	"#3"	"CHANDLER"	"AZ"	"85225"	NA	"N"	9	-111.8417753	33.3517429
"6963"	"2012-12-19"	"GRACE PLUMBING SERVICES INC"	"2012-12-10"	"PLL"	15	NA	NA	238220	"CRP"	3235	"N"	"ARIZONA"	"AVE"	"#3"	"CHANDLER"	"AZ"	"85225"	NA	"N"	9	-111.8417753	33.3517429
"6964"	"2012-12-19"	"STEFFEY EXCAVATING CO"	"2012-12-12"	"PLL"	15	NA	NA	238910	"CRP"	10433	"W"	"MARIPOSA GRANDE"	NA	NA	"PEORIA"	"AZ"	"85383"	NA	"N"	7	-112.284789	33.701255
"6965"	"2012-12-19"	"STEFFEY EXCAVATING CO"	"2012-12-12"	"PLL"	15	NA	NA	238910	"CRP"	10433	"W"	"MARIPOSA GRANDE"	NA	NA	"PEORIA"	"AZ"	"85383"	NA	"N"	7	-112.284789	33.701255
"6966"	"2012-12-19"	"KC CLEANING"	"2012-12-14"	"SVL"	NA	NA	NA	NA	"SOL"	5810	"E"	"23RD"	"ST"	"3"	"TUCSON"	"AZ"	"85711"	NA	"N"	5	-110.868304	32.205067
"6967"	"2012-12-19"	"FURNITURE DEPOT"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	0	NA	"PO BOX 26592"	NA	NA	"TUCSON"	"AZ"	"85726"	NA	"N"	5	-110.9384972	32.0757381
"6968"	"2012-12-19"	"FURNITURE DEPOT"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	0	NA	"PO BOX 26592"	NA	NA	"TUCSON"	"AZ"	"85726"	NA	"N"	5	-110.9384972	32.0757381
"6969"	"2012-12-19"	"RESTAURANT TECHNOLOGIES INC"	"2012-12-01"	"PLL"	14	17	NA	423440	"CRP"	2250	NA	"PILOT KNOB"	"RD"	NA	"MENDOTA HEIGHTS"	"MN"	"55120"	NA	"N"	18	-93.16567	44.875432
"6970"	"2012-12-19"	"RESTAURANT TECHNOLOGIES INC"	"2012-12-01"	"PLL"	14	17	NA	423440	"CRP"	2250	NA	"PILOT KNOB"	"RD"	NA	"MENDOTA HEIGHTS"	"MN"	"55120"	NA	"N"	18	-93.16567	44.875432
"6971"	"2012-12-19"	"MAYFIELD DESIGNS"	"2012-10-01"	"PLL"	17	99	NA	454390	"SOL"	4307	"E"	"HAMPTON CIRCLE"	NA	"SOUTH"	"TUCSON"	"AZ"	"85712"	NA	"N"	79	-110.9012067	32.2475516
"6972"	"2012-12-19"	"MAYFIELD DESIGNS"	"2012-10-01"	"PLL"	17	99	NA	454390	"SOL"	4307	"E"	"HAMPTON CIRCLE"	NA	"SOUTH"	"TUCSON"	"AZ"	"85712"	NA	"N"	79	-110.9012067	32.2475516
"6973"	"2012-12-19"	"ROYAL PLATING LLC"	"2012-07-01"	"PLL"	99	NA	NA	332813	"LLC"	636	"W"	"LESTER"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	171	-110.981733	32.244116
"6974"	"2012-12-19"	"ROYAL PLATING LLC"	"2012-07-01"	"SVL"	99	NA	NA	332813	"LLC"	636	"W"	"LESTER"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	171	-110.981733	32.244116
"6975"	"2012-12-19"	"ROYAL PLATING LLC"	"2012-07-01"	"SVL"	99	NA	NA	332813	"LLC"	636	"W"	"LESTER"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	171	-110.981733	32.244116
"6976"	"2012-12-19"	"ANA WILL DO IT!"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	60	"W"	"STONE"	"LP"	"#2617"	"TUCSON"	"AZ"	"85704"	NA	"N"	5	-82.4059545	34.8620986
"6977"	"2012-12-19"	"ANA WILL DO IT!"	"2012-12-14"	"PLL"	17	99	NA	454390	"SOL"	60	"W"	"STONE"	"LP"	"#2617"	"TUCSON"	"AZ"	"85704"	NA	"N"	5	-82.4059545	34.8620986
"6978"	"2012-12-19"	"CALIBRATION PERFECTED"	"2011-07-01"	"SVL"	99	NA	NA	541350	"CRP"	1042	"N"	"FIREWOOD"	"PL"	NA	"TUCSON"	"AZ"	"85748"	NA	"N"	537	-110.77937	32.234492
"6979"	"2012-12-19"	"CALIBRATION PERFECTED"	"2011-07-01"	"SVL"	99	NA	NA	541350	"CRP"	1042	"N"	"FIREWOOD"	"PL"	NA	"TUCSON"	"AZ"	"85748"	NA	"N"	537	-110.77937	32.234492
"6980"	"2012-12-19"	"ACADEMY OF ART UNIVERSITY"	"2012-09-01"	"PLL"	17	NA	NA	454390	"CRP"	79	NA	"NEW MONTGOMERY"	"ST"	NA	"SAN FRANCISCO"	"CA"	"94105"	NA	"N"	109	-122.4006298	37.7878821
"6981"	"2012-12-19"	"ACADEMY OF ART UNIVERSITY"	"2012-09-01"	"PLL"	17	NA	NA	454390	"CRP"	79	NA	"NEW MONTGOMERY"	"ST"	NA	"SAN FRANCISCO"	"CA"	"94105"	NA	"N"	109	-122.4006298	37.7878821
"6982"	"2012-12-19"	"JIBARRA PRINTING & DESIGN"	"2012-12-14"	"SVL"	98	99	NA	454111	"SOL"	1161	"E"	"PARK ESTATES"	"PL"	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	5	-110.954921	32.157957
"6983"	"2012-12-19"	"JIBARRA PRINTING & DESIGN"	"2012-12-14"	"SVL"	98	99	NA	454111	"SOL"	1161	"E"	"PARK ESTATES"	"PL"	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	5	-110.954921	32.157957
"6984"	"2012-12-19"	"SOLAVEI, LLC"	"2012-10-01"	"PLL"	5	17	NA	517911	"LLC"	10500	"NE"	"8TH"	"ST"	"1300"	"BELLEVUE"	"WA"	"980044312"	NA	"N"	79	-122.2002356	47.617709
"6985"	"2012-12-19"	"SOLAVEI, LLC"	"2012-10-01"	"PLL"	5	17	NA	517911	"LLC"	10500	"NE"	"8TH"	"ST"	"1300"	"BELLEVUE"	"WA"	"980044312"	NA	"N"	79	-122.2002356	47.617709
"6986"	"2012-12-19"	"SOLAVEI, LLC"	"2012-10-01"	"SVL"	5	17	NA	517911	"LLC"	10500	"NE"	"8TH"	"ST"	"1300"	"BELLEVUE"	"WA"	"980044312"	NA	"N"	79	-122.2002356	47.617709
