"Activity_Code_1","Accept_Date","Business_Name","Start_Date","License_Type","Activity_Code_2","Activity_Code_3","NAICS_Code","Owner_Type","Street_Number","Street_Direction","Street_Name","Street_Suffix","Suite.Apt_No.","City","State","Zip_Code","Phone","N_U_Q","start_to_approved","lon","lat","activity_category","dist_to_closest_stop","closest_stop"
99,2013-11-06,"D & E CLEANING","2013-11-01","SVL",98,NA,561720,"PRT",627,"W","CALLE MEDINA",NA,NA,"TUCSON","AZ",85756,NA,"N",5,-110.978804,32.130177,"Use Tax",0.073899526061632,"GRCU(WB)"
99,2011-02-16,"ATHENA TECHNOLOGIES, LLC","2011-01-01","SVL",NA,NA,541512,"LLC",1325,"N","WILMOT","RD","200","TUCSON","AZ",85712,5205051731,"N",46,-110.8584326,32.2389487,"Use Tax",5.14326133050272,"HEWA(SE)"
99,2014-04-09,"XIPHOS TRAINING GROUP LLC","2014-04-01","SVL",98,NA,713990,"LLC",2802,"N","TORINO","AVE",NA,"TUCSON","AZ",857121235,NA,"N",8,-110.8901948,32.2580747,"Use Tax",3.28634692190586,"HEWA(SE)"
99,2014-08-20,"WILMOT PRIMARY CARE GROUP PLLC","2014-08-15","SVL",98,NA,621111,"LLC",603,"N","WILMOT","RD","201","TUCSON","AZ",85711,NA,"N",5,-110.858404,32.2295189,"Use Tax",5.14546671667681,"HEWA(SE)"
99,2014-09-10,"DREAM CATCHER TRANSPORTATION LLC","2014-09-04","SVL",98,NA,485999,"LLC",6850,"E","GOLF LINKS","RD","139","TUCSON","AZ",85730,NA,"N",6,-110.8466416,32.1911743,"Use Tax",5.83540697645477,"HEWA(SE)"
99,2015-01-28,"MONTESHA SYMONE LOUIS","2015-01-26","SVL",98,NA,711510,"SOL",201,"S","KOLB","RD","233H","TUCSON","AZ",85711,NA,"N",2,-110.8398869,32.2184255,"Use Tax",6.22850125886436,"HEWA(SE)"
99,2015-02-04,"CUSTOM AUTOMATED MARKETING SERVICE","2015-01-29","SVL",98,NA,541613,"SOL",5757,"E","23RD","ST","B1","TUCSON","AZ",85711,NA,"N",6,-110.86878,32.205823,"Use Tax",4.54020063894761,"HEWA(SE)"
99,2013-01-09,"RABB & RABB PLLC","2013-01-01","SVL",98,NA,541110,"LLC",3320,"N","CAMPBELL","AVE","150","TUCSON","AZ",857192389,NA,"N",8,-110.943297,32.267442,"Use Tax",0.183623180987521,"HEWA(SE)"
99,2013-02-20,"M MIRANDA LANDSCAPING LLC","2013-02-07","SVL",98,NA,561730,"LLC",602,"N","PALO VERDE","BLVD",NA,"TUCSON","AZ",85734,NA,"N",13,-110.917807,32.229017,"Use Tax",1.67353089454139,"HEWA(SE)"
99,2015-01-07,"MASSAGE BY LISA","2015-01-05","SVL",98,NA,812199,"SOL",616,"N","JASMINE","PL",NA,"TUCSON","AZ",85710,NA,"N",2,-110.7917296,32.2287024,"Use Tax",9.04248624867247,"HEWA(SE)"
99,2013-01-09,"GALORIOUS PERFORMANCE & PRODUCTIONS LLC","2012-07-01","SVL",NA,NA,999999,"LLC",102,"N","JACOBUS","AV",NA,"TUCSON","AZ",85705,NA,"N",192,-110.9615337,32.2226807,"Use Tax",0.168884501022618,"UN3A(CR)"
99,2012-10-10,"ANGELICA HOUSEKEEPING","2012-10-03","SVL",98,NA,561720,"SOL",1141,"E","WYOMING","ST",NA,"TUCSON","AZ",85706,NA,"N",7,-110.952847,32.15986,"Use Tax",0.0966288834133554,"2SHI(CR)"
99,2014-04-02,"LILIAN & JOSE LANDSCAPING","2014-04-01","SVL",98,NA,561730,"PRT",914,"E","30TH","ST",NA,"TUCSON","AZ",85713,NA,"N",1,-110.957132,32.198303,"Use Tax",0.0646064450516789,"UNTY(CR)"
99,2013-10-02,"SKY VIEW CLEANING SERVICES","2013-01-01","SVL",98,NA,561720,"PRT",334,"W","SANTA MARIA","ST",NA,"TUCSON","AZ",85706,NA,"N",274,-110.974477,32.138034,"Use Tax",0.0651757571695409,"COGN(SE)"
99,2015-01-14,"MAGIC TOUCH MOBIL WASH AND DETAIL","2015-01-12","SVL",98,NA,811192,"SOL",215,"W","SAHUARO","ST","#2","TUCSON","AZ",85705,NA,"N",2,-110.975514,32.2488979,"Use Tax",0.0044994824958772,"COGN(SE)"
99,2013-01-16,"REALAUTOWASH","2013-01-11","SVL",98,NA,561790,"SOL",2837,"E","PLACITA GALAPAGOS",NA,NA,"TUCSON","AZ",857062700,NA,"N",5,-110.929699,32.155817,"Use Tax",0.979259021166259,"HEWA(SE)"
99,2015-04-22,"M&R HOME CLEANING","2015-03-01","SVL",98,NA,561720,"SOL",6612,"E","VILLA DORADO","DR",NA,"TUCSON","AZ",85715,NA,"N",52,-110.851564,32.237277,"Use Tax",5.54477281300994,"HEWA(SE)"
99,2012-05-16,"TOM'S RECYCLER","2012-05-09","SVL",98,NA,423390,"SOL",843,"W","THURBER","RD",NA,"TUCSON","AZ",85705,NA,"N",7,-110.985775,32.273243,"Use Tax",0.0285085535068644,"COCN(SE)"
99,2012-03-30,"LANE INDUSTRIAL SUPPLY LLC","2012-01-01","SVL",98,NA,561422,"LLC",8609,"E","HAWTHORNE","ST",NA,"TUCSON","AZ",85710,NA,"N",89,-110.808658,32.233299,"Use Tax",8.05265092096199,"HEWA(SE)"
99,2011-09-28,"AZ TOURIST NEWS","2011-09-26","SVL",17,NA,511120,"LLC",8853,"E","MEADOW SPRING","PL",NA,"TUCSON","AZ",85747,NA,"N",2,-110.803432,32.110209,"Use Tax",8.36938647392365,"HEWA(SE)"
99,2011-07-06,"CARETAKERS BUILDING MAINTENANCE LLC","2011-05-01","SVL",NA,NA,561720,"LLC",732,"E","46TH","ST",NA,"TUCSON","AZ",85713,6022756373,"N",66,-110.9591485,32.1810545,"Use Tax",0.0533031087952422,"UNTY(CR)"
99,2014-09-03,"GET ORGANIZED ACCOUNTING, LLC","2011-01-02","SVL",98,NA,541211,"LLC",2807,"E","21ST","ST",NA,"TUCSON","AZ",85716,5202505991,"N",1340,-110.930711,32.208108,"Use Tax",0.919534166851028,"HEWA(SE)"
99,2013-03-20,"DOCUMENOS Y MAS TITLE SERVICE CO","2011-12-10","SVL",NA,NA,541340,"LLC",4453,"S","6TH","AV","1","TUCSON","AZ",85714,NA,"N",466,-110.9680758,32.1707627,"Use Tax",0.0161535738095738,"BR6A(SE)"
99,2012-02-08,"EZ AZ TRAFFIC SCHOOL","2010-01-01","SVL",NA,NA,611692,"LLC",2810,"N","SWAN","RD","150","TUCSON","AZ",85750,5202073200,"N",768,-110.89201,32.2581463,"Use Tax",3.18028421991754,"HEWA(SE)"
99,2013-01-16,"ARMELISA CORONADO","2013-01-11","SVL",98,NA,561720,"SOL",2520,"W","VEREDA DE LAS NUBES",NA,NA,"TUCSON","AZ",85746,NA,"N",5,-111.021597,32.128165,"Use Tax",2.1245850786601,"COCN(SE)"
99,2015-01-14,"DAVI NAILS","2015-01-13","SVL",98,NA,999999,"SOL",2711,"S","HOUGHTON","RD",NA,"TUCSON","AZ",85730,NA,"N",1,-110.7705102,32.1905786,"Use Tax",10.2870248811828,"HEWA(SE)"
99,2011-02-23,"PIMIENTA MEDICAL DIAGNOSTICS CLINIC, PLC","2011-01-18","SVL",NA,NA,621111,"LLC",2330,"N","ROSEMONT","BL","B","TUCSON","AZ",85712,5203232073,"N",36,-110.8836091,32.2495539,"Use Tax",3.6714868644283,"HEWA(SE)"
99,2015-04-08,"MYC CLEANING SERVICES","2015-04-01","SVL",98,NA,561720,"SOL",4541,"S","WHITE PINE","DR",NA,"TUCSON","AZ",85730,NA,"N",7,-110.829376,32.168999,"Use Tax",6.84662739033,"HEWA(SE)"
99,2012-02-15,"ANDIE ZELNIO DESIGN LLC","2011-06-01","SVL",98,NA,541410,"LLC",2820,"E","CROYDEN","ST",NA,"TUCSON","AZ",85716,5209796962,"N",259,-110.930188,32.2172,"Use Tax",0.950014320598851,"HEWA(SE)"
99,2014-01-08,"BENTWORTH PRESS","2014-01-01","SVL",98,NA,511130,"SOL",333,"W","GLEN","ST",NA,"TUCSON","AZ",85703,NA,"N",7,-110.97685,32.256887,"Use Tax",0.0403749201519904,"GRCU(WB)"
99,2013-07-10,"RAVEN MARKETING AND ADVERTISING LLC","2013-07-01","SVL",98,NA,541613,"LLC",1,"E","TOOLE","AVE",NA,"TUCSON","AZ",857011209,NA,"N",9,-110.97145,32.226647,"Use Tax",0.0301597619056708,"COST(SE)"
99,2014-06-11,"ADVANCE HOOD CLEANING & POWER WASHING","2014-04-09","SVL",98,NA,561790,"SOL",207,"W","OHIO","ST",NA,"TUCSON","AZ",85714,NA,"N",63,-110.971995,32.167515,"Use Tax",0.0291265987260286,"COCH(NW)"
99,2014-12-24,"DEMETRIA NAOMI HARDESTY","2014-12-19","SVL",98,NA,711510,"SOL",3737,"E","BELLEVUE","ST","227","TUCSON","AZ",85716,NA,"N",5,-110.912221,32.2384592,"Use Tax",1.99981151522221,"HEWA(SE)"
99,2013-02-20,"DUNNE KAREN H","2012-06-27","SVL",NA,NA,624190,"SOL",2725,"E","8TH","ST",NA,"TUCSON","AZ",85716,NA,"N",238,-110.931686,32.225589,"Use Tax",0.862368810923983,"HEWA(SE)"
99,2013-08-07,"NAILS MALL BY RC","2013-08-01","SVL",98,NA,999999,"SOL",3901,"E","GRANT","RD","119","TUCSON","AZ",85712,NA,"N",6,-110.909361,32.252015,"Use Tax",2.16663095861834,"HEWA(SE)"
99,2011-10-26,"BAN KI: CREATIONS","2011-10-24","SVL",98,NA,541430,"SOL",750,"W","PRESIDENT","ST",NA,"TUCSON","AZ",85714,NA,"N",2,-110.981142,32.177009,"Use Tax",0.0454397757723665,"CUFR(CR)"
99,2012-10-24,"LINDA AZUCENA PAREDES","2012-10-22","SVL",98,NA,999999,"SOL",2325,"S","HEMLOCK","SV",NA,"TUCSON","AZ",85713,NA,"N",2,-110.91988,32.194949,"Use Tax",1.55295061091325,"HEWA(SE)"
99,2012-06-06,"ALTERNATIVE HEALING SERVICES LLC","2011-07-11","SVL",NA,NA,541611,"LLC",131,"E","SPEEDWAY","BLVD",NA,"TUCSON","AZ",85705,NA,"N",331,-110.9693942,32.2361863,"Use Tax",0.0489869357622899,"CO6A(NE)"
99,2014-09-24,"WILLIAM GREINER","2014-09-19","SVL",98,NA,488410,"SOL",733,"W","VALENCIA","RD",NA,"TUCSON","AZ",85706,NA,"N",5,-110.980761,32.133511,"Use Tax",0.023169550924601,"CUFR(CR)"
99,2011-09-21,"KORD'S METRO SERVICE INC","2011-01-01","SVL",NA,NA,621910,"CRP",1137,"N","WINSTEL","BLVD",NA,"TUCSON","AZ",85716,NA,"N",263,-110.9122285,32.2371663,"Use Tax",1.99940165680579,"HEWA(SE)"
99,2013-08-28,"BARTENDING ACADEMY OF TUCSON LLC","2013-01-01","SVL",98,NA,611519,"LTD",2723,"N","CAMPBELL","AVE",NA,"TUCSON","AZ",85719,NA,"N",239,-110.9442093,32.256489,"Use Tax",0.130339694967407,"HEWA(SE)"
99,2012-10-10,"CASA BONITA RENTAL COMPANY LLC","2012-10-01","SVL",98,NA,531311,"LLC",2751,"N","CAMPBELL","AVE",NA,"TUCSON","AZ",85719,NA,"N",9,-110.9441122,32.2570333,"Use Tax",0.136012427884366,"HEWA(SE)"
99,2014-06-18,"SUKAY SLEA","2014-06-12","SVL",98,NA,711510,"SOL",2419,"N","GERONIMO","AVE","D","TUCSON","AZ",85705,NA,"N",6,-110.966378,32.250964,"Use Tax",0.0279896503851017,"TOCO(SE)"
99,2012-03-07,"ROYAL TITLE SERVICE","2012-03-02","SVL",98,NA,519190,"SOL",2559,"N","CAMPBELL","AVE",NA,"TUCSON","AZ",85719,NA,"N",5,-110.9439613,32.2539517,"Use Tax",0.144834370795211,"HEWA(SE)"
99,2014-09-17,"MASSAGE BY KIMBERLY","2014-09-12","SVL",98,NA,812199,"SOL",3005,"S","PANTANO EDGE","DR",NA,"TUCSON","AZ",857302051,NA,"N",5,-110.80739,32.186824,"Use Tax",8.13091285898082,"HEWA(SE)"
99,2015-01-21,"ROOTIN TOOTIN ROOTER LLC","2015-01-16","SVL",98,NA,238220,"LLC",3748,"E","PAINTED TORTOISE","ST",NA,"TUCSON","AZ",85706,NA,"N",5,-110.912381,32.140098,"Use Tax",1.99261298582626,"HEWA(SE)"
99,2013-05-01,"BLUESPAN WIRELESS LLC","2013-02-19","SVL",98,NA,517210,"LLC",4401,"E","SPEEDWAY","BLVD",NA,"TUCSON","AZ",85712,NA,"N",71,-110.8988255,32.2366618,"Use Tax",2.78272038484927,"HEWA(SE)"
99,2012-02-08,"PEAR GIRL ORGANICS","2011-10-01","PLL",17,NA,446120,"SOL",3001,"N","GAIA","PL",NA,"TUCSON","AZ",85745,5202413683,"N",130,-111.0308077,32.2620806,"Use Tax",2.65960848583087,"COCN(SE)"
99,2014-07-09,"THE PAWLMAS","2014-07-07","SVL",98,NA,115210,"MAR",4849,"E","13TH","ST",NA,"TUCSON","AZ",85711,NA,"N",2,-110.888482,32.219168,"Use Tax",3.38787457404356,"HEWA(SE)"
99,2011-03-02,"DJ TERRORR DISK JOCKEY SERVICE","2011-02-28","SVL",98,NA,711510,"SOL",7401,"E","SPEEDWAY","BL","14204","TUCSON","AZ",85710,NA,"N",2,-110.8342173,32.2363208,"Use Tax",6.55862301095357,"HEWA(SE)"
99,2015-05-20,"GRABB & DURANDO PC","2015-01-01","SVL",98,NA,541110,"CRP",2929,"E","BROADWAY","BLVD",NA,"TUCSON","AZ",85716,NA,"N",139,-110.9281985,32.2218221,"Use Tax",1.0662567815826,"HEWA(SE)"
99,2012-05-09,"JUST SMILE ORTHODONTICS","2012-05-01","SVL",98,NA,621210,"LLC",5121,"S","CALLE SANTA CRUZ",NA,"STE 105","TUCSON","AZ",85706,NA,"N",8,-110.9899225,32.1586574,"Use Tax",0.271143523151073,"COCN(SE)"
99,2014-01-15,"GBP RISK SOLUTIONS","2013-08-01","SVL",NA,NA,524298,"LLC",4544,"E","CAMP LOWELL","RD","110","TUCSON","AZ",85712,NA,"N",167,-110.89554,32.26415,"Use Tax",2.97383355596306,"HEWA(SE)"
99,2014-06-11,"AN ONLY GROOMING KITTIES MOBILE SALON","2014-05-29","SVL",98,NA,812910,"SOL",8989,"E","ESCALANTE","RD","#91","TUCSON","AZ",85730,NA,"N",13,-110.8014737,32.1776673,"Use Tax",8.47771949712788,"HEWA(SE)"
99,2015-01-28,"THE LAW OFFICE OF AL BOND PLLC","2015-01-01","SVL",98,NA,541110,"LLC",5151,"E","BROADWAY","BLVD","1600","TUCSON","AZ",85711,5202081428,"N",27,-110.8822185,32.2222044,"Use Tax",3.75387555791715,"HEWA(SE)"
99,2013-08-07,"LUCERO & ASSOCIATES REALTY LLC","2013-01-01","SVL",98,NA,531210,"LLC",1955,"W","GRANT","RD","118","TUCSON","AZ",85745,NA,"N",218,-111.0099075,32.2500007,"Use Tax",1.43867744503842,"COCN(SE)"
99,2015-05-13,"ZIPPY LOCKSMITH SERVICE","2015-05-11","SVL",98,NA,561622,"SOL",302,"E","PENNSLYVANIA","DR",NA,"TUCSON","AZ",85714,NA,"N",2,-110.964109,32.171084,"Use Tax",0.0183642443309529,"UN3A(CR)"
99,2013-08-07,"ARIZONA CONSULTING PLUS","2013-08-01","SVL",98,NA,999999,"SOL",5240,"E","BELLEVUE","ST","204","TUCSON","AZ",85712,NA,"N",6,-110.880464,32.237518,"Use Tax",3.8557798268997,"HEWA(SE)"
99,2012-05-30,"COLLINS CONSULTING","2012-05-17","SVL",NA,NA,541690,"PRT",2590,"N","WOODLAND","RD",NA,"TUCSON","AZ",85749,NA,"N",13,-110.797557,32.254634,"Use Tax",8.69940366091673,"HEWA(SE)"
99,2013-01-16,"DEPENDABLE BUSINESS SOLUTIONS","2013-01-11","SVL",98,NA,561720,"SOL",3725,"E","FRANKFORT","SV",NA,"TUCSON","AZ",85706,NA,"N",5,-110.912133,32.152681,"Use Tax",2.00684517372743,"HEWA(SE)"
99,2013-01-16,"CAMI M WILSON","2013-01-10","SVL",98,NA,812199,"SOL",6147,"E","FAIRMOUNT","ST","C","TUCSON","AZ",85712,NA,"N",6,-110.861252,32.240478,"Use Tax",4.97840830680167,"HEWA(SE)"
99,2011-09-14,"BLAKE TAYLOR","2011-09-07","SVL",98,NA,711510,"SOL",8663,"E","PLACITA DE LAS TARAS",NA,"2","TUCSON","AZ",85710,5207801268,"N",7,-110.807644,32.208144,"Use Tax",8.11415887572432,"HEWA(SE)"
99,2014-09-03,"TRICORD ENGINEERING LLC","2014-08-24","SVL",98,NA,541330,"LLC",7556,"S","DAYSTAR","CT",NA,"TUCSON","AZ",85747,NA,"N",10,-110.801232,32.114437,"Use Tax",8.49774548602808,"HEWA(SE)"
99,2013-01-16,"CANO PRIVATE SECURITY","2013-01-09","SVL",98,NA,561612,"SOL",1057,"E","GINTER","RD",NA,"TUCSON","AZ",85706,NA,"N",7,-110.954686,32.137952,"Use Tax",0.0528310248104096,"2SOL(CR)"
99,2013-07-17,"HAIR SHOCK","2013-07-15","SVL",98,NA,812112,"SOL",4175,"E","FORT LOWELL","RD","3220","TUCSON","AZ",85712,NA,"N",2,-110.903678,32.266207,"Use Tax",2.49831411806405,"HEWA(SE)"
99,2012-10-31,"CRUZ ALISHA CHICA MENDOZA","2012-10-26","SVL",98,NA,711510,"SOL",3125,"N","ALVERNON","WY","127","TUCSON","AZ",85712,5205519755,"N",5,-110.9102791,32.2639467,"Use Tax",2.11270607494664,"HEWA(SE)"
99,2012-08-22,"BOBBIE JO NELSON","2012-08-20","SVL",98,NA,561720,"SOL",872,"W","GLENN","ST",NA,"TUCSON","AZ",85705,NA,"N",2,-110.986091,32.257802,"Use Tax",0.0469770023494346,"COCN(SE)"
99,2012-04-18,"CARRIE ANN ZAMORA","2012-04-01","SVL",98,NA,812199,"SOL",3925,"E","LOUIS","LN",NA,"TUCSON","AZ",85712,NA,"N",17,-110.908719,32.245076,"Use Tax",2.2043132598935,"HEWA(SE)"
99,2014-08-27,"JOANNA H VINTON","2014-08-21","SVL",98,NA,711510,"SOL",89,"W","SIMPSON","ST",NA,"TUCSON","AZ",85701,NA,"N",6,-110.9716623,32.2160105,"Use Tax",0.0425734975308415,"COST(SE)"
99,2015-03-25,"AMAZINGLY CREATIVE EMPOWERMENT SOLUTIONS","2015-03-23","SVL",98,NA,611710,"LLC",2801,"N","ORACLE","RD","501","TUCSON","AZ",85705,NA,"N",2,-110.9785227,32.2584371,"Use Tax",0.0573594534432343,"GRCU(WB)"
99,2014-10-08,"FASTEST BROOM CLEANING SERVICES LLC","2014-10-01","SVL",98,NA,561720,"LLC",1507,"N","MOUNTAIN VIEW","AVE",NA,"TUCSON","AZ",85712,NA,"N",7,-110.89082,32.2409869,"Use Tax",3.25042873380457,"HEWA(SE)"
99,2014-11-05,"PATRICIA RAMONA MARRON","2014-10-30","SVL",98,NA,711510,"SOL",712,"W","WYOMING","ST",NA,"TUCSON","AZ",857061267,NA,"N",6,-110.979139,32.15986,"Use Tax",0.0717112657770666,"CUFR(CR)"
99,2013-01-30,"CARING WITH LOVE","2013-01-26","SVL",98,NA,624120,"SOL",6903,"E","STELLA","RD",NA,"TUCSON","AZ",85730,NA,"N",4,-110.844992,32.184953,"Use Tax",5.93226773128113,"HEWA(SE)"
99,2012-06-13,"DO OANH","2012-06-11","SVL",98,NA,812113,"SOL",6147,"E","BROADWAY","BL",NA,"TUCSON","AZ",85711,NA,"N",2,-110.8609586,32.2220565,"Use Tax",4.99656745012487,"HEWA(SE)"
99,2014-09-10,"HARTMANN COMMERCIAL R E","2014-08-01","SVL",98,NA,531390,"LLC",7459,"E","BROADWAY","BLVD",NA,"TUCSON","AZ",85710,NA,"N",40,-110.83401,32.221657,"Use Tax",6.57179850043092,"HEWA(SE)"
99,2014-11-19,"ZOE LAMADRID-GREEN","2014-11-12","SVL",98,NA,812112,"SOL",4400,"E","BROADWAY","BLVD","106","TUCSON","AZ",85711,NA,"N",7,-110.8978685,32.2209501,"Use Tax",2.83914084138679,"HEWA(SE)"
99,2014-09-24,"D & D CLEANING","2014-09-19","SVL",98,NA,561720,"SOL",331,"E","PRESIDENT","ST",NA,"TUCSON","AZ",85714,NA,"N",5,-110.963375,32.177178,"Use Tax",0.0612880265545769,"UN3A(CR)"
99,2012-11-07,"HEIDI RUTH DEMPSEY","2012-11-02","SVL",98,NA,711510,"SOL",1518,"W","STOCKWELL","PL",NA,"TUCSON","AZ",85746,NA,"N",5,-110.997488,32.154325,"Use Tax",0.713704970535197,"COCN(SE)"
99,2011-09-14,"SONORA SHUTTLES","2011-08-29","SVL",NA,NA,485999,"SOL",3915,"N","CAMPBELL","AVE","#8-1","TUCSON","AZ",85714,5202049299,"N",16,-110.9460826,32.2778922,"Use Tax",0.0208779403014522,"HEWA(SE)"
99,2015-01-21,"J&J CLEANING & HOUSEKEEPING SERVICES","2015-01-16","SVL",98,NA,561720,"SOL",6807,"S","4TH","AVE",NA,"TUCSON","AZ",85756,NA,"N",5,-110.965955,32.128262,"Use Tax",0.00327669067641874,"TOCO(SE)"
99,2012-10-31,"THE TEMP (A SECRETARY FOR HIRE)","2012-01-01","SVL",98,NA,561110,"SOL",650,"N","BEDFORD","DR",NA,"TUCSON","AZ",85710,NA,"N",304,-110.803138,32.229484,"Use Tax",8.37561816258923,"HEWA(SE)"
99,2011-05-04,"SYLVIA'S CLEANING SERVICE","2011-01-01","SVL",NA,NA,561720,"SOL",1655,"W","AJO","WAY","467","TUCSON","AZ",85713,NA,"N",123,-110.9965281,32.1745281,"Use Tax",0.657409238497555,"COCN(SE)"
99,2012-04-04,"RADIO HACIENDA.COM","2012-03-28","SVL",98,NA,541810,"PRT",1118,"W","EBNER","PL",NA,"TUCSON","AZ",85714,5208087034,"N",7,-110.988777,32.176649,"Use Tax",0.204099670979042,"COCN(SE)"
99,2012-02-08,"WELLSPRING FINANCIAL PARTNERS","2011-10-07","SVL",NA,NA,523930,"LLC",4007,"E","PARADISE FALLS","DR","128","TUCSON","AZ",85712,5203271019,"N",124,-110.907162,32.2712519,"Use Tax",2.29463838549299,"HEWA(SE)"
99,2011-08-24,"ELEVE EVENTS","2011-08-15","SVL",98,NA,812990,"CRP",10189,"E","CARDIFF","PL",NA,"TUCSON","AZ",85748,NA,"N",9,-110.775127,32.215477,"Use Tax",10.0143287140789,"HEWA(SE)"
99,2014-08-20,"WAYSTED INNOCENSE","2014-07-01","SVL",98,NA,711130,"PRT",1643,"N","MOUNTAIN VIEW","AVE",NA,"TUCSON","AZ",85712,NA,"N",50,-110.8905105,32.2427364,"Use Tax",3.26845294043132,"HEWA(SE)"
99,2015-05-20,"ALLARD JANIS","2015-05-14","SVL",98,NA,624190,"SOL",2055,"N","KOLB","RD","121","TUCSON","AZ",85715,NA,"N",6,-110.849355,32.2469139,"Use Tax",5.67326995648706,"HEWA(SE)"
99,2012-10-31,"CHRISTOPHER ORTIZ","2012-10-24","SVL",98,NA,999999,"SOL",4328,"S","BELMAR","AV",NA,"TUCSON","AZ",85714,NA,"N",7,-110.972888,32.172423,"Use Tax",0.0182470063744869,"BRCU(SW)"
99,2011-03-16,"THERAPEUTIC HANDS","2011-03-10","SVL",98,NA,812199,"SOL",330,"S","CALLE DE MADRID",NA,NA,"TUCSON","AZ",85711,NA,"N",6,-110.904434,32.2169669,"Use Tax",2.45547647318614,"HEWA(SE)"
99,2013-11-20,"KNUCKLE BUSTERS CLEANING","2013-10-21","SVL",98,NA,561720,"SOL",8665,"E","SPEEDWAY","BLVD","817","TUCSON","AZ",85710,NA,"N",30,-110.8074949,32.2359564,"Use Tax",8.12039064237466,"HEWA(SE)"
99,2014-03-19,"JOSSIE'S CLEANING SERVICES","2014-03-12","SVL",98,NA,561720,"SOL",446,"E","PASTIME","RD","29","TUCSON","AZ",85705,NA,"N",7,-110.964038,32.27457,"Use Tax",0.0224910503315451,"UN3A(CR)"
99,2014-07-09,"ELLY MAE KREPP","2014-07-03","SVL",98,NA,711510,"SOL",4456,"E","18TH","ST",NA,"TUCSON","AZ",85711,NA,"N",6,-110.896697,32.211896,"Use Tax",2.90790785546495,"HEWA(SE)"
99,2013-03-20,"SIN LIMITE, WITHOUT LIMITS HEALING","2013-03-14","SVL",98,NA,621399,"SOL",1920,"N","BELVEDERE","AVE",NA,"TUCSON","AZ",85712,NA,"N",6,-110.896545,32.245728,"Use Tax",2.91570796478311,"HEWA(SE)"
99,2013-12-11,"SUSAN O MACARTHUR","2013-12-04","SVL",98,NA,711510,"SOL",3325,"S","MANITOBA","AVE",NA,"TUCSON","AZ",85730,NA,"N",7,-110.818256,32.182906,"Use Tax",7.49584898571888,"HEWA(SE)"
99,2014-01-08,"YOUR HOUSE MATTERS","2014-01-03","SVL",98,NA,561612,"SOL",2245,"E","COPPER","ST",NA,"TUCSON","AZ",85719,5208916000,"N",5,-110.938182,32.254328,"Use Tax",0.482526032479565,"HEWA(SE)"
99,2015-05-06,"CANCER PREVENTION PHARMACEUTICALS INC","2015-01-01","SVL",NA,NA,541710,"CRP",1760,"E","RIVER","RD","250","TUCSON","AZ",85718,NA,"N",125,-110.9455651,32.2868075,"Use Tax",0.0511032862331186,"HEWA(SE)"
99,2014-07-23,"M.C. WHEEL REPAIR SW","2014-07-18","SVL",98,NA,811111,"SOL",37,"W","PLATA","ST",NA,"TUCSON","AZ",85705,NA,"N",5,-110.9728991,32.2448629,"Use Tax",0.018881134884987,"BRCU(SW)"
99,2011-09-28,"TRINITY TRANSPORTATION ARIZONA","2011-07-01","SVL",NA,NA,484121,"PRT",5425,"E","BROADWAY","BLVD","106","TUCSON","AZ",85711,NA,"N",89,-110.8766252,32.2217287,"Use Tax",4.08083651105782,"HEWA(SE)"
99,2013-08-28,"LA VITA HOUSE YOUTH HOSTEL","2013-08-26","SVL",98,NA,999999,"SOL",543,"E","SPEEDWAY","BLVD",NA,"TUCSON","AZ",85705,NA,"N",2,-110.962837,32.2362589,"Use Tax",0.0926905488395791,"UN3A(CR)"
99,2014-09-24,"MRS CLEAN","2014-09-19","SVL",98,NA,561720,"SOL",339,"E","PRESIDENT","ST",NA,"TUCSON","AZ",85714,NA,"N",5,-110.963217,32.177179,"Use Tax",0.0705280145155391,"UN3A(CR)"
99,2012-09-26,"TRAVEL AUTHORITIES LLC","2012-09-01","SVL",98,NA,561510,"LLC",1306,"S","BURDOCK","DR",NA,"TUCSON","AZ",857134640,5203004241,"N",25,-110.997637,32.20541,"Use Tax",0.722015627836213,"COCN(SE)"
99,2014-09-17,"FOOTHILLS VETERINARY HOME VISITS","2014-09-15","SVL",98,NA,541940,"SOL",5531,"E","ALTA VISTA","ST",NA,"TUCSON","AZ",85712,NA,"N",2,-110.874128,32.257056,"Use Tax",4.22516025440635,"HEWA(SE)"
99,2014-11-26,"TUCSON WINDOW CLEANING","2014-11-24","SVL",98,NA,561720,"SOL",5465,"E","BELLEVUE","ST",NA,"TUCSON","AZ",85712,NA,"N",2,-110.875742,32.238256,"Use Tax",4.13171012525378,"HEWA(SE)"
99,2014-10-29,"AMBROSIA LLC","2014-10-27","SVL",98,NA,812112,"LLC",8009,"E","WINNEPEG","DR",NA,"TUCSON","AZ",85730,5209045981,"N",2,-110.821299,32.181238,"Use Tax",7.31803677276099,"HEWA(SE)"
99,2013-08-14,"CKS CLEANING & MAINTENANCE","2013-08-12","SVL",98,NA,561720,"SOL",600,"N","PANTANO","RD","1012","TUCSON","AZ",85710,NA,"N",2,-110.8227375,32.2290246,"Use Tax",7.23011655596762,"HEWA(SE)"
99,2014-05-14,"MARTINEZ AFFORDABLE LANDSCAPING","2014-05-08","SVL",98,NA,561730,"SOL",844,"E","34TH","ST","2","TUCSON","AZ",85713,NA,"N",6,-110.957842,32.19418,"Use Tax",0.0230956579968827,"UNTY(CR)"
