"Accept_Date"	"Business_Name"	"Start_Date"	"License_Type"	"Activity_Code_1"	"Activity_Code_2"	"Activity_Code_3"	"NAICS_Code"	"Owner_Type"	"Street_Number"	"Street_Direction"	"Street_Name"	"Street_Suffix"	"Suite.Apt_No."	"City"	"State"	"Zip_Code"	"Phone"	"N_U_Q"	"start_to_approved"	"lon"	"lat"
"2013-04-10"	"WILLIE LANDSCAPING"	"2013-04-03"	"SVL"	99	98	NA	999999	"SOL"	845	"W"	"18TH"	"ST"	NA	"TUCSON"	"AZ"	85745	5204093594	"N"	7	-110.981589	32.211743
"2013-04-10"	"SALUD ENTERPRISES"	"2013-04-01"	"PLL"	NA	NA	NA	NA	"GEN"	2561	"W"	"BLAINE"	"CT"	NA	"TUCSON"	"AZ"	85745	2069799921	"N"	9	-111.021662	32.240093
"2013-04-10"	"SALUD ENTERPRISES"	"2013-04-01"	"SVL"	NA	NA	NA	NA	"GEN"	2561	"W"	"BLAINE"	"CT"	NA	"TUCSON"	"AZ"	85745	2069799921	"N"	9	-111.021662	32.240093
"2013-04-10"	"B2B INFORMATICS, LLC"	"2013-04-15"	"SVL"	NA	NA	NA	NA	"LLC"	4835	"E"	"WINSETT"	"BL"	NA	"TUCSON"	"AZ"	85711	NA	"N"	-5	-110.888974	32.214532
"2013-04-10"	"FAUSTO'S PAINTING"	"2013-04-04"	"PLL"	15	99	98	238320	"SOL"	5602	"S"	"REX"	"AV"	NA	"TUCSON"	"AZ"	85706	5206630050	"N"	6	-110.908072	32.150504
"2013-04-10"	"CELAYA AUTO REPAIR"	"2013-03-04"	"PLL"	17	99	NA	811111	"SOL"	501	"W"	"22ND"	"ST"	NA	"TUCSON"	"AZ"	85713	5202071800	"N"	37	-110.9766459	32.2063641
"2013-04-10"	"MAGIC TOUCH NAIL SPA"	"2013-04-05"	"SVL"	99	98	NA	999999	"SOL"	8250	"E"	"BROADWAY"	"BLVD"	"102"	"TUCSON"	"AZ"	85710	5207229175	"N"	5	-110.8159492	32.2205061
"2013-04-10"	"ASHLEY DIANE LECLAIR"	"2013-04-01"	"SVL"	99	98	NA	711510	"SOL"	160	"N"	"PANTANO"	"RD"	"APT 2057"	"TUCSON"	"AZ"	857102388	NA	"N"	9	-110.8225028	32.2242096
"2013-04-10"	"KAMY MARIE HALL"	"2013-04-04"	"SVL"	NA	NA	NA	NA	"SOL"	4225	"N"	"1ST"	"AV"	NA	"TUCSON"	"AZ"	85719	5208611964	"N"	6	-110.9613672	32.2835406
"2013-04-10"	"VISONARY STITCH WORKS"	"2013-04-04"	"PLL"	17	99	NA	811430	"SOL"	0	NA	"PO BOX 43905"	NA	NA	"TUCSON"	"AZ"	857333905	5204772040	"N"	6	-110.9678577	32.2220434
"2013-04-10"	"LAW OFFICE OF JULIANA L. ORE-GIRON, PLLC"	"2013-03-01"	"SVL"	99	98	NA	999999	"SOL"	177	"N"	"CHURCH"	"AV"	"200"	"TUCSON"	"AZ"	85701	5202224860	"N"	40	-110.973406	32.223954
"2013-04-10"	"DESERT LANDSCAPING"	"2013-04-05"	"PLL"	15	99	NA	561730	"SOL"	1796	"W"	"GREAT OAK"	"DR"	NA	"TUCSON"	"AZ"	85746	NA	"N"	5	-111.004502	32.144919
"2013-04-10"	"GAL 5 PRODUCTS"	"2013-04-05"	"PLL"	17	99	NA	454390	"SOL"	8665	"E"	"SPEEDWAY"	"BL"	"717"	"TUCSON"	"AZ"	85710	NA	"N"	5	-110.8074949	32.2359564
"2013-04-10"	"ALL AUTO"	"2013-04-05"	"PLL"	17	99	NA	811111	"SOL"	4831	"E"	"29TH"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	5	-110.88932	32.200217
"2013-04-10"	"DORMAN EXOTICS"	"2013-04-01"	"PLL"	17	99	NA	454111	"PRT"	7761	"E"	"APPLE TREE"	"DR"	NA	"TUCSON"	"AZ"	85730	NA	"N"	9	-110.826462	32.164042
"2013-04-10"	"ARIANA SCROGGINS"	"2013-04-05"	"SVL"	NA	NA	NA	NA	"SOL"	1804	"S"	"SAHUARA"	"AVE"	NA	"TUCSON"	"AZ"	85711	NA	"N"	5	-110.866754	32.200703
"2013-04-10"	"LAOS ACADEMIC ORGANIZATION"	"2013-04-08"	"PLL"	11	99	NA	722330	"SOL"	2533	"S"	"EDMONDSON"	"AV"	NA	"TUCSON"	"AZ"	85713	NA	"N"	2	-110.930035	32.192587
"2013-04-10"	"GENESIS"	"2013-04-08"	"PLL"	15	99	NA	236118	"SOL"	7887	"E"	"UHL"	"ST"	"APT 808"	"TUCSON"	"AZ"	85710	NA	"N"	2	-110.8247501	32.2166623
"2013-04-10"	"MOBILE SCRAP PICKUP"	"2013-02-01"	"PLL"	17	99	NA	331491	"SOL"	1718	"E"	"SPEEDWAY"	"BLVD"	"226"	"TUCSON"	"AZ"	85719	NA	"N"	68	-110.946269	32.23568
"2013-04-10"	"ATLAS HAULING & HANDYMAN SERVICES"	"2013-04-08"	"PLL"	15	99	NA	236118	"SOL"	9018	"S"	"CEDAR BROOK"	"LN"	NA	"TUCSON"	"AZ"	85756	NA	"N"	2	-110.8384393	32.0880762
"2013-04-10"	"SAMANTHA CLEMENTS"	"2013-04-08"	"SVL"	99	98	NA	711510	"SOL"	1150	"E"	"GRANT"	"RD"	"UNIT 1"	"TUCSON"	"AZ"	85719	NA	"N"	2	-110.954339	32.24956
"2013-04-10"	"M&M HOME SUPPLY WAREHOUSE INC"	"2013-04-20"	"PLL"	NA	NA	NA	NA	"CRP"	1470	"E"	"APACHE PARK"	"PL"	NA	"TUCSON"	"AZ"	85714	NA	"N"	-10	-110.9495	32.170895
"2013-04-10"	"BAF2 FREY LLC"	"2013-04-20"	"PLL"	NA	NA	NA	NA	"LLC"	1470	"E"	"APACHE PARK"	"PL"	NA	"TUCSON"	"AZ"	85714	NA	"N"	-10	-110.9495	32.170895
"2013-04-10"	"EL MONO VERDE HOT DOGS SONORENSES"	"2013-04-08"	"PLL"	17	99	NA	454390	"SOL"	4647	"S"	"PASEO RIO BRAVO"	NA	NA	"TUCSON"	"AZ"	85714	NA	"N"	2	-110.993912	32.1678349
"2013-04-10"	"E & I ASPHALT MAINTENANCE"	"2013-04-08"	"PLL"	15	NA	NA	236118	"PRT"	5801	"S"	"COUNTRY CLUB"	"RD"	NA	"TUCSON"	"AZ"	85706	NA	"N"	2	-110.9259169	32.1466004
"2013-04-10"	"MC HOBBIES AND COLLECTIBLES"	"2013-04-25"	"PLL"	NA	NA	NA	NA	"SOL"	1048	"W"	"KING"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	-15	-110.989573	32.274734
"2013-04-10"	"ARCHER HOME SERVICES"	"2013-04-08"	"PLL"	15	NA	NA	236118	"SOL"	1241	"W"	"WABASH"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	2	-110.99201	32.290492
"2013-04-10"	"HAYLIE'S BEAUTY SALON"	"2013-05-01"	"PLL"	NA	NA	NA	NA	"SOL"	235	"W"	"RILLITO"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	-21	-110.976	32.247886
"2013-04-10"	"KRYSTAL'S HAIR GARAGE"	"2013-04-08"	"PLL"	17	99	NA	812112	"SOL"	9040	"E"	"30TH"	"ST"	NA	"TUCSON"	"AZ"	85710	NA	"N"	2	-110.799058	32.1968869
"2013-04-10"	"ATTORNEY AT LAW PLLC"	"2013-04-01"	"SVL"	98	99	NA	999999	"LLC"	177	"N"	"CHURCH"	"AV"	"200"	"TUCSON"	"AZ"	85701	NA	"N"	9	-110.973406	32.223954
"2013-04-10"	"DYNAMIC EMISSIONS REPAIR 2, LL"	"2013-03-26"	"PLL"	NA	NA	NA	NA	"LLC"	1281	"S"	"STOCKER"	"DR"	NA	"TUCSON"	"AZ"	85710	5207226030	"N"	15	-110.817422	32.2054426
"2013-04-17"	"SUPER POLLO"	"2013-04-01"	"PLL"	11	99	NA	722211	"LLC"	6135	"E"	"22ND"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	16	-110.8615594	32.2073952
"2013-04-17"	"SLOAT FAMILY PARTNERSHIP LLLP"	"2013-03-01"	"PLL"	13	99	NA	531120	"LLL"	1100	"N"	"WILMOT"	"RD"	"200"	"TUCSON"	"AZ"	85712	5205462732	"N"	47	-110.8574402	32.2361576
"2013-04-17"	"EL ONDEADO SMOKE SHOP"	"2013-04-15"	"PLL"	17	99	NA	453991	"PRT"	1402	"W"	"AJO"	"WAY"	"135"	"TUCSON"	"AZ"	85713	NA	"N"	2	-110.9956748	32.1804772
"2013-04-17"	"CUTTER GRINDER SERVICE"	"2013-01-01"	"SVL"	99	98	NA	811490	"SOL"	1870	"W"	"PRINCE"	"RD"	"55"	"TUCSON"	"AZ"	85705	NA	"N"	106	-111.005504	32.273517
"2013-04-17"	"ALFRED G HEINLE"	"2013-04-10"	"PLL"	NA	NA	NA	NA	"SOL"	4950	"S"	"OUTLET CENTER"	"DR"	"4950"	"TUCSON"	"AZ"	85706	NA	"N"	7	-110.9199709	32.1624788
"2013-04-17"	"J&D RESTORATION AND SERVICES LLC"	"2013-04-08"	"SVL"	99	98	NA	236118	"LLC"	827	"W"	"PRESIDENT"	"ST"	NA	"TUCSON"	"AZ"	85714	NA	"N"	9	-110.982869	32.176324
"2013-04-17"	"CARPET CLEANING 4 LESS OF TUCSON LLC"	"2013-01-01"	"SVL"	99	98	NA	561740	"LLC"	1602	"W"	"SCOTS PINE"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	106	-111.00013	32.291614
"2013-04-17"	"LN CONSTRUCTION DESIGN LLC"	"2013-04-09"	"PLL"	15	99	NA	236118	"LLC"	5733	"S"	"SOUTHLAND"	"BL"	NA	"TUCSON"	"AZ"	85706	NA	"N"	8	-110.959108	32.147553
"2013-04-17"	"ARIZONA PROFESSIONALS"	"2013-04-10"	"PLL"	15	99	NA	236118	"SOL"	1539	"W"	"DELAWARE"	"ST"	NA	"TUCSON"	"AZ"	85745	NA	"N"	7	-110.998886	32.234287
"2013-04-17"	"PRISM DISTRIBUTION"	"2013-04-01"	"PLL"	17	99	NA	424490	"SOL"	1437	"W"	"CALLE GALLEGO"	NA	NA	"TUCSON"	"AZ"	857452773	NA	"N"	16	-110.995769	32.2277035
"2013-04-17"	"LEATHER WORKS OF TUCSON"	"2013-04-10"	"PLL"	17	99	NA	454390	"SOL"	4114	"S"	"9TH"	"AVE"	NA	"TUCSON"	"AZ"	85714	NA	"N"	7	-110.971817	32.174737
"2013-04-17"	"SI02"	"2013-04-10"	"PLL"	17	99	NA	454390	"PRT"	3318	"N"	"1ST"	"AV"	NA	"TUCSON"	"AZ"	85719	NA	"N"	7	-110.960569	32.267017
"2013-04-17"	"TAYLOR'S CLEAN"	"2013-04-10"	"SVL"	98	99	NA	561720	"SOL"	128	"W"	"NEBRASKA"	"ST"	NA	"TUCSON"	"AZ"	85706	NA	"N"	7	-110.969789	32.15675
"2013-04-17"	"PET PARLOR GROOMING LLC"	"2013-05-01"	"SVL"	NA	NA	NA	NA	"LLC"	9040	"E"	"VALENCIA"	"RD"	"196"	"TUCSON"	"AZ"	85747	NA	"N"	-14	-110.7987595	32.1183763
"2013-04-17"	"RESTORATIVE PRACTICES"	"2013-04-10"	"SVL"	99	98	NA	541690	"SOL"	3426	"N"	"RICHLAND"	"DR"	NA	"TUCSON"	"AZ"	85719	NA	"N"	7	-110.9429666	32.2687569
"2013-04-17"	"CDF INDUSTRIES LLC."	"2012-03-23"	"PLL"	17	99	NA	424330	"LLC"	4077	"N"	"FREMONT"	"AVE"	NA	"TUCSON"	"AZ"	85719	NA	"N"	390	-110.955093	32.281717
"2013-04-17"	"SERENDIPITY HOMES, LLC"	"2013-04-15"	"PLL"	NA	NA	NA	NA	"LLC"	3308	"E"	"SILVERLAKE"	"RD"	NA	"TUCSON"	"AZ"	85713	5202617253	"N"	2	-110.922229	32.199279
"2013-04-17"	"BURDSALL TAX LAW, PLLC"	"2013-04-01"	"SVL"	99	98	NA	541110	"LLC"	5956	"E"	"PIMA"	"ST"	"120"	"TUCSON"	"AZ"	85712	NA	"N"	16	-110.865284	32.242933
"2013-04-17"	"DIABLO BURGER TUCSON LLC"	"2013-04-29"	"PLL"	NA	NA	NA	NA	"LLC"	312	"E"	"CONGRESS"	"ST"	NA	"TUCSON"	"AZ"	85701	NA	"N"	-12	-110.9669123	32.2220703
"2013-04-17"	"J.A.D. LANDSCAPING"	"2013-04-11"	"PLL"	15	99	NA	561730	"SOL"	942	"E"	"HOLAWAY"	"DR"	NA	"TUCSON"	"AZ"	85719	NA	"N"	6	-110.956817	32.268647
"2013-04-17"	"EL ARCHY CRUZ AND MARIA"	"2013-04-11"	"SVL"	NA	NA	NA	NA	"SOL"	4445	"N"	"FLOWING WELLS"	"RD"	"95"	"TUCSON"	"AZ"	85705	NA	"N"	6	-110.996648	32.28916
"2013-04-17"	"R&D BACKFLOW TESTING"	"2013-04-11"	"PLL"	15	99	NA	238990	"SOL"	9122	"E"	"LA PALMA"	"DR"	NA	"TUCSON"	"AZ"	85747	NA	"N"	6	-110.798032	32.116422
"2013-04-17"	"TRENT LAVIER MCCORMICK"	"2013-04-18"	"SVL"	NA	NA	NA	NA	"SOL"	1250	"E"	"10TH"	"ST"	"206A"	"TUCSON"	"AZ"	85719	NA	"N"	-1	-110.952747	32.222171
"2013-04-17"	"NEXT LEVEL SUPPLIES LLC"	"2013-04-11"	"PLL"	17	99	NA	454111	"LLC"	802	"S"	"ERIN"	"AV"	NA	"TUCSON"	"AZ"	85711	NA	"N"	6	-110.898336	32.210563
"2013-04-17"	"LALO'S RASPADOS"	"2012-06-01"	"PLL"	NA	NA	NA	NA	"SOL"	804	"S"	"SIXTH"	"AVE"	NA	"TUCSON"	"AZ"	85701	NA	"N"	320	-110.9688246	32.2117871
"2013-04-17"	"GENESIS CHILDCARE LLC"	"2013-01-11"	"SVL"	99	98	NA	624410	"LLC"	6142	"E"	"17TH"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	96	-110.860854	32.212975
"2013-04-17"	"JOVE GOODS"	"2013-04-12"	"PLL"	17	99	NA	448140	"SOL"	2270	"W"	"SILVERBELL TREE"	"DR"	NA	"TUCSON"	"AZ"	85745	NA	"N"	5	-111.015609	32.261278
"2013-04-17"	"REGAL DRAGON LOGISTICS LLC"	"2013-02-26"	"SVL"	99	98	NA	999999	"LLC"	6211	"E"	"24TH"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	50	-110.860074	32.204758
"2013-04-17"	"JORDAN TRANSPORTATION"	"2013-04-12"	"PLL"	1	99	NA	485310	"SOL"	730	"E"	"GLENN"	"RD"	NA	"TUCSON"	"AZ"	85719	NA	"N"	5	-110.9603136	32.2572368
"2013-04-17"	"JORDAN HOOKAH"	"2013-04-13"	"PLL"	17	99	NA	453991	"SOL"	730	"E"	"GLENN"	"RD"	NA	"TUCSON"	"AZ"	85719	NA	"N"	4	-110.9603136	32.2572368
"2013-04-17"	"PATTY WAGON"	"2013-04-12"	"PLL"	11	99	NA	722330	"SOL"	1255	"W"	"KLEINDALE"	"RD"	NA	"TUCSON"	"AZ"	85705	NA	"N"	5	-110.992739	32.268688
"2013-04-17"	"NAS TRASPORT"	"2013-04-08"	"SVL"	99	98	NA	484220	"SOL"	1624	"E"	"CALLE GRANDIOSA"	NA	NA	"TUCSON"	"AZ"	85706	NA	"N"	9	-110.947456	32.137476
"2013-04-17"	"VELO TO GO"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	314	"E"	"2ND"	"ST"	"2"	"TUCSON"	"AZ"	85705	NA	"N"	106	-110.9665165	32.2327081
"2013-04-17"	"JUSTIN JOWELL CASTRO"	"2013-04-15"	"SVL"	NA	NA	NA	NA	"SOL"	5580	"S"	"BONNEY"	"AV"	NA	"TUCSON"	"AZ"	85706	5205518545	"N"	2	-110.9241978	32.1510975
"2013-04-17"	"NATIONAL PIZZA PARTIES"	"2013-04-01"	"PLL"	11	99	NA	722320	"PRT"	7501	"E"	"TORONTO"	"ST"	NA	"TUCSON"	"AZ"	85730	5203058179	"N"	16	-110.831979	32.184028
"2013-04-17"	"MIGUEL ANGEL COTA"	"2013-04-15"	"PLL"	15	99	NA	236118	"SOL"	621	"S"	"AVENIDA PRINCESA"	NA	NA	"TUCSON"	"AZ"	85748	NA	"N"	2	-110.768739	32.2126949
"2013-04-17"	"777 TRANSPORATION"	"2013-01-01"	"SVL"	NA	NA	NA	NA	"SOL"	1366	"S"	"AVENIDA POLAR"	NA	"G201"	"TUCSON"	"AZ"	85710	NA	"N"	106	-110.8547821	32.2039496
"2013-04-17"	"AERO LOPEZ"	"2013-04-15"	"PLL"	17	99	NA	441229	"LLC"	446	"N"	"CAMPBELL"	"AVE"	"5102"	"TUCSON"	"AZ"	85719	NA	"N"	2	-110.9431862	32.2271788
"2013-04-17"	"TIFFANY D ACOSTA"	"2013-04-15"	"PLL"	17	99	NA	454390	"SOL"	7444	"S"	"LASSO"	"LN"	NA	"TUCSON"	"AZ"	85747	5204018433	"N"	2	-110.800266	32.116525
"2013-04-17"	"LIGHTHNING AUTO RECOVERY"	"2013-05-01"	"SVL"	NA	NA	NA	NA	"LLC"	2005	"S"	"ALVERNON"	"WAY"	NA	"TUCSON"	"AZ"	85711	NA	"N"	-14	-110.909044	32.1991242
"2013-04-17"	"GARMS CHARMS"	"2013-04-13"	"PLL"	17	99	NA	454390	"SOL"	5469	"S"	"GAINSBOROUGH"	"RD"	NA	"TUCSON"	"AZ"	85746	NA	"N"	4	-110.996533	32.152472
"2013-04-17"	"BELLAH'S MAINTENANCE"	"2013-04-15"	"SVL"	NA	NA	NA	NA	"SOL"	2007	"W"	"CALLE DEL REPOSO"	NA	NA	"TUCSON"	"AZ"	857452126	5203360751	"N"	2	-111.010184	32.2269239
"2013-04-17"	"FLORES FLOORS LLC"	"2013-01-01"	"PLL"	NA	NA	NA	NA	"LLC"	10671	"E"	"KEYSTONE"	"RD"	NA	"TUCSON"	"AZ"	85730	5203702343	"N"	106	-110.764714	32.167615
"2013-04-17"	"WILEY'S WAY, LLC"	"2013-05-15"	"SVL"	NA	NA	NA	NA	"LLC"	2225	"E"	"SILVER"	"ST"	NA	"TUCSON"	"AZ"	857193427	NA	"N"	-28	-110.938703	32.253316
"2013-04-17"	"VINE BOUTIQUE, LLC"	"2013-04-15"	"PLL"	NA	NA	NA	NA	"LLC"	3256	"E"	"5TH"	"ST"	NA	"TUCSON"	"AZ"	85716	NA	"N"	2	-110.923165	32.228463
"2013-04-24"	"R.A.C.A. CONSTRUCTION LLC"	"2013-04-17"	"PLL"	15	99	NA	236115	"LLC"	4718	"S"	"CAMINO DE LA PLAZA"	NA	NA	"TUCSON"	"AZ"	85714	5203104545	"N"	7	-110.95178	32.16589
"2013-04-24"	"THE ESSENTIALS STUDIO LLC"	"2013-04-17"	"PLL"	13	99	17	812112	"LLC"	8739	"E"	"GETSINGER"	"LN"	NA	"TUCSON"	"AZ"	85747	5208737892	"N"	7	-110.8062	32.118
"2013-04-24"	"G & E HANDYMAN/CLEANING SERVICES"	"2013-04-17"	"PLL"	15	99	NA	236118	"SOL"	2027	"S"	"NORTON"	"AV"	NA	"TUCSON"	"AZ"	85713	5204095331	"N"	7	-110.936024	32.197601
"2013-04-24"	"HEADLINERS BARBAER SHOP"	"2012-10-02"	"PLL"	13	99	NA	812111	"LLC"	6330	"E"	"GOLFLINKS"	"RD"	"156"	"TUCSON"	"AZ"	85730	5204065511	"N"	204	-110.8572596	32.1899893
"2013-04-24"	"ANGELECA AHUMADA"	"2013-04-17"	"SVL"	NA	NA	NA	NA	"SOL"	4444	"E"	"BENSON"	"HWY"	"UNIT 260"	"TUCSON"	"AZ"	857067939	NA	"N"	7	-110.8987503	32.1376785
"2013-04-24"	"W CUBED DESIGNS"	"2013-04-17"	"PLL"	17	99	NA	454390	"SOL"	919	"N"	"BELVEDERE"	"AV"	"2103"	"TUCSON"	"AZ"	85711	NA	"N"	7	-110.8969288	32.2329777
"2013-04-24"	"CLEAR VIEW GLASS & TINT"	"2013-04-22"	"PLL"	17	99	NA	811122	"SOL"	8373	"S"	"EGYPTIAN"	"DR"	NA	"TUCSON"	"AZ"	85747	NA	"N"	2	-110.76441	32.099448
"2013-04-24"	"SEAR TIRE SHOP"	"2013-04-18"	"PLL"	17	99	NA	441320	"SOL"	5507	"S"	"PARK"	"AV"	NA	"TUCSON"	"AZ"	85706	5202351076	"N"	6	-110.9559304	32.1520833
"2013-04-24"	"VIP CUTS, LLC"	"2013-04-01"	"PLL"	17	99	13	812111	"LLC"	5055	"S"	"12TH"	"AV"	NA	"TUCSON"	"AZ"	85706	NA	"N"	23	-110.9774984	32.1601616
"2013-04-24"	"AMMON KARTOHNER BRIMHALL"	"2013-04-18"	"SVL"	NA	NA	NA	NA	"SOL"	1250	"E"	"10TH"	"ST"	"APT 206A"	"TUCSON"	"AZ"	85719	NA	"N"	6	-110.952747	32.222171
"2013-04-24"	"HERE'S YOUR SIGN POST LLC"	"2013-04-01"	"SVL"	99	98	NA	531311	"LLC"	5650	"E"	"22ND"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	23	-110.871259	32.206574
"2013-04-24"	"COWCH"	"2013-03-30"	"PLL"	11	99	17	722330	"PRT"	9780	"E"	"SUNBURST"	"DR"	NA	"TUCSON"	"AZ"	857487522	NA	"N"	25	-110.783661	32.200591
"2013-04-24"	"JOE CRAIG ENTERPRISE"	"2013-04-10"	"PLL"	15	99	NA	236118	"SOL"	9855	"E"	"IRVINGTON"	"RD"	"265"	"TUCSON"	"AZ"	85730	5203123441	"N"	14	-110.7818549	32.1628521
"2013-04-24"	"C&S LANDSCAPING AND TREE SERVICE"	"2013-05-01"	"PLL"	NA	NA	NA	NA	"SOL"	6579	"W"	"GEORGETOWN"	"WY"	NA	"TUCSON"	"AZ"	85132	5202515421	"N"	-7	-110.8476364	32.2078446
"2013-04-24"	"EARTHS HEALING INC"	"2013-05-01"	"PLL"	NA	NA	NA	NA	"CRP"	0	NA	"PO BOX"	NA	NA	"TUCSON"	"AZ"	85732	NA	"N"	-7	-110.9358059	32.2569481
"2013-04-24"	"O'BROTHER"	"2013-04-19"	"PLL"	17	99	NA	811212	"PRT"	7321	"E"	"38TH"	"ST"	NA	"TUCSON"	"AZ"	85730	5203038478	"N"	5	-110.835607	32.190432
"2013-04-24"	"MELY'S EXPRESS SHIPPING"	"2013-04-19"	"SVL"	99	98	NA	488510	"SOL"	1970	"W"	"VALENCIA"	"RD"	"420"	"TUCSON"	"AZ"	85746	NA	"N"	5	-111.0083548	32.1357325
"2013-04-24"	"BR SERVICES"	"2013-04-08"	"SVL"	NA	NA	NA	NA	"SOL"	1421	"W"	"CALLE PLATINO"	NA	NA	"TUCSON"	"AZ"	85745	NA	"N"	16	-110.995318	32.227173
"2013-04-24"	"VALERIE EILENE LOPEZ"	"2013-04-19"	"SVL"	NA	NA	NA	NA	"SOL"	4558	"E"	"DOUGLAS"	"ST"	NA	"TUCSON"	"AZ"	85711	5203040266	"N"	5	-110.894706	32.20869
"2013-04-24"	"TOM FLOWING WELLS PROPERTIES LLC"	"2013-01-01"	"PLL"	13	99	NA	531120	"LLC"	294	"E"	"PONDEROSA"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	113	-110.96762	32.283539
"2013-04-24"	"MAD GUNS LLC"	"2013-03-08"	"PLL"	17	99	NA	423990	"LLC"	7638	"S"	"SUGARBERRY"	"DR"	NA	"TUCSON"	"AZ"	85747	NA	"N"	47	-110.798172	32.112848
"2013-04-24"	"SCHULTZ ELECTRIC"	"2013-04-24"	"PLL"	NA	NA	NA	NA	"CRP"	871	"E"	"ALTA VISTA"	"ST"	NA	"TUCSON"	"AZ"	85719	5204813070	"N"	0	-110.958381	32.256921
"2013-04-24"	"BODYZEN FITNESS LLC"	"2012-01-01"	"SVL"	99	NA	NA	999999	"LLC"	8225	"E"	"SPEEDWAY"	"BL"	NA	"TUCSON"	"AZ"	85710	NA	"N"	479	-110.815925	32.236756
"2013-04-24"	"ELLA MARKET"	"2013-04-29"	"PLL"	NA	NA	NA	NA	"SOL"	8665	"E"	"SPEEDWAY"	"BLVD"	"114"	"TUCSON"	"AZ"	85710	NA	"N"	-5	-110.8074949	32.2359564
"2013-04-24"	"STITCH ME UP GOOD"	"2013-04-22"	"PLL"	17	99	NA	454390	"SOL"	2515	"S"	"LANCE"	"AVE"	NA	"TUCSON"	"AZ"	85748	NA	"N"	2	-110.785539	32.192713
"2013-04-24"	"TODAY'S SENIOR MAGAZINE TUCSON"	"2013-04-22"	"SVL"	98	99	NA	999999	"SOL"	177	"N"	"CHURCH"	"AV"	"1015"	"TUCSON"	"AZ"	85701	NA	"N"	2	-110.973406	32.223954
"2013-04-24"	"CANDYS CLEANING HOUSE"	"2013-04-22"	"SVL"	98	99	NA	561720	"PRT"	4672	"S"	"STEWART"	"AVE"	NA	"TUCSON"	"AZ"	85714	NA	"N"	2	-110.9296677	32.1672186
"2013-04-24"	"ARIA SALON"	"2013-04-01"	"PLL"	17	99	NA	812112	"LLC"	7020	"E"	"ACOMA"	"PL"	NA	"TUCSON"	"AZ"	85715	NA	"N"	23	-110.84225	32.25459
"2013-05-01"	"JASON ERIC BARNES"	"2013-04-24"	"PLL"	13	99	NA	531120	"SOL"	1110	"W"	"PRINCE"	"RD"	NA	"TUCSON"	"AZ"	85705	NA	"N"	7	-110.9909534	32.272484
"2013-05-01"	"RV COACHWORK INTERNATIONAL INC."	"2013-04-01"	"SVL"	99	98	NA	336212	"CRP"	1790	"W"	"SAHUARO"	"DR"	NA	"TUCSON"	"AZ"	85745	NA	"N"	30	-111.003669	32.249411
"2013-05-01"	"SM DISTROBUTION"	"2013-04-23"	"SVL"	NA	NA	NA	NA	"SOL"	3810	"N"	"ROMERO"	"RD"	"23"	"TUCSON"	"AZ"	85705	NA	"N"	8	-111.000208	32.2769876
"2013-05-01"	"BLUESPAN WIRELESS LLC"	"2013-02-19"	"SVL"	99	98	NA	517210	"LLC"	4401	"E"	"SPEEDWAY"	"BLVD"	NA	"TUCSON"	"AZ"	85712	NA	"N"	71	-110.8988255	32.2366618
"2013-05-01"	"EXPRESS CLEANER SERVICES LLC"	"2013-04-03"	"SVL"	NA	NA	NA	NA	"LLC"	3740	"N"	"ROMERO"	"RD"	"6106"	"TUCSON"	"AZ"	85705	NA	"N"	28	-111.000968	32.2752591
"2013-05-01"	"SOLUCIONES CORPORATIVAS"	"2013-01-01"	"SVL"	99	98	NA	541611	"SOL"	5433	"S"	"12TH"	"AVE"	"2"	"TUCSON"	"AZ"	85706	5203424279	"N"	120	-110.977186	32.152973
"2013-05-01"	"JUST CAKE LLC"	"2013-03-25"	"PLL"	17	99	NA	311812	"LLC"	253	"E"	"GLENN"	"ST"	NA	"TUCSON"	"AZ"	85705	NA	"N"	37	-110.96846	32.257875
"2013-05-01"	"POWERMIX EVENTS LLC"	"2013-04-15"	"SVL"	NA	NA	NA	NA	"LLC"	1418	"N"	"SONOITA"	"AVE"	"#1"	"TUCSON"	"AZ"	857124331	NA	"N"	16	-110.864161	32.240149
"2013-05-01"	"DEL CAZADOR LLC"	"2013-04-16"	"PLL"	17	99	NA	445210	"LLC"	4119	"E"	"BROWN"	"WAY"	NA	"TUCSON"	"AZ"	85711	5203135455	"N"	15	-110.904506	32.215441
"2013-05-01"	"M&C AUTO SALE LLC"	"2013-04-16"	"PLL"	17	99	NA	454111	"LLC"	1402	"W"	"SAINT CLAIR"	"ST"	NA	"TUCSON"	"AZ"	85745	5208087567	"N"	15	-110.995094	32.2327814
